Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12519505,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7712162,OR,0.02,0,-0.08,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs32855,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6894139,OR,0.03,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2247870,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6594336,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs13177718,OR,0.05,0.01,0.06,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1582931,OR,0.03,0,0.06,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs26024,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7701414,OR,0.04,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs526896,OR,0.04,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9327705,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs165189,OR,0.03,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4624820,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2974438,OR,0.04,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4620037,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1529701,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs33852,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12153391,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4868126,OR,0.03,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1368380,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17075869,OR,0.03,0.01,-0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7733195,OR,0.03,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4868645,OR,0.02,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs422421,OR,0.03,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12055154,OR,0.06,0.01,0.04,0.08
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11750568,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6879260,OR,0.03,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs932445,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4246079,OR,0.04,0.01,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17603945,OR,0.03,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9392918,OR,0.04,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9328445,OR,0.04,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9405356,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17330192,OR,0.02,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1047014,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs806794,OR,0.05,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1265097,OR,0.04,0.01,-0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12204421,OR,0.03,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3957165,OR,0.03,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12214804,OR,0.09,0.01,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6919534,OR,0.03,0,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6899744,OR,0.1,0.01,-0.09,0.1
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4713902,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16895130,OR,0.03,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1040941,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10948222,OR,0.03,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9395264,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12209223,OR,0.05,0,0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6903448,OR,0.03,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs648831,OR,0.03,0,0.05,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1341278,OR,0.04,0.01,-0.06,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9443804,OR,0.02,0,0.06,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs310421,OR,0.03,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3828760,OR,0.03,0,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs761391,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs314263,OR,0.04,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs479744,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6920372,OR,0.03,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2145357,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1405212,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs389663,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1155939,OR,0.04,0,-0.08,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1415701,OR,0.03,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6921207,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7745166,OR,0.03,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4896582,OR,0.05,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6911389,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6902771,OR,0.03,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3020418,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11156098,OR,0.03,0,0.04,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1832871,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs991946,OR,0.02,0,0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2763273,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7774834,OR,0.02,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs798497,OR,0.06,0,0.07,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4725061,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs929637,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17140875,OR,0.04,0.01,-0.04,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2390151,OR,0.03,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3807931,OR,0.03,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7782764,OR,0.03,0,0.02,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12538407,OR,0.04,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1055144,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs552707,OR,0.05,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12533079,OR,0.02,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6462432,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1007358,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2715094,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1113765,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12669267,OR,0.03,0.01,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17807185,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2888877,OR,0.04,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs42039,OR,0.05,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2188177,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17250196,OR,0.04,0.01,-0.08,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6952113,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6962887,OR,0.02,0,0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs273945,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs822531,OR,0.04,0,0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6955948,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs429433,OR,0.05,0.01,0.05,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7834383,OR,0.02,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7823327,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4273857,OR,0.03,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2013265,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs568610,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6988484,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6999671,OR,0.05,0.01,-0.02,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10958476,OR,0.04,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9650315,OR,0.06,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2956605,OR,0.03,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs16939034,OR,0.04,0.01,0.05,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2737220,OR,0.02,0,0,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1550162,OR,0.02,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1599473,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10283100,OR,0.05,0.01,0.09,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11779459,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4733724,OR,0.05,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs894343,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1036821,OR,0.05,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6577717,OR,0.04,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3927536,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1576900,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10972628,OR,0.02,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11144688,OR,0.06,0.01,-0.07,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7853235,OR,0.03,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs181338,OR,0.03,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1571892,OR,0.02,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7043114,OR,0.03,0,0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1257763,OR,0.07,0.01,0.12,0.06
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12347744,OR,0.06,0.01,0.08,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4448343,OR,0.04,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1329393,OR,0.04,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs817300,OR,0.07,0.01,0.03,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10990303,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7870753,OR,0.04,0,-0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs953199,OR,0.02,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs989393,OR,0.02,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10820814,OR,0.03,0.01,-0.04,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs9409082,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs902143,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2451948,OR,0.02,0,0.11,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7027110,OR,0.03,0,0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3739707,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs999599,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10759774,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10119624,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7033487,OR,0.04,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10817960,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7466269,OR,0.03,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3132297,OR,0.02,0,0.09,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7849585,OR,0.04,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs3812591,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4332428,OR,0.04,0,-0.01,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs12779328,OR,0.03,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4350272,OR,0.02,0,0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7069985,OR,0.02,0,-0.06,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10995319,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1171615,OR,0.02,0,-0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10997979,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4746769,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1815314,OR,0.03,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2631676,OR,0.03,0,-0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs915506,OR,0.02,0,-0.03,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11599750,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10883563,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7899004,OR,0.02,0,-0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6584575,OR,0.03,0.01,-0.04,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs291979,OR,0.03,0,-0.05,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs1614303,OR,0.02,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs7097701,OR,0.02,0,0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10794175,OR,0.02,0,0.04,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11245515,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs11244750,OR,0.02,0,0.01,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2272566,OR,0.02,0,-0.02,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2735469,OR,0.03,0,-0.02,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs4320932,OR,0.03,0,0,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs17659078,OR,0.02,0,0.03,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2237886,OR,0.04,0,0,0.04
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs6485978,OR,0.02,0,-0.01,0.02
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2099745,OR,0.04,0.01,-0.09,0.05
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs10766065,OR,0.02,0,0.04,0.03
Carreras-Torres et al,[@carreras-torres_role_2017],10.1093/jnci/djx012,Height,Pancreatic Cancer,rs2915404,OR,0.02,0,-0.03,0.02
