Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13117856,OR,0.0084,0.0015,‐0.0037,0.0105
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13130765,OR,‐0.0091,0.0014,0.0363,0.0105
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13133213,OR,0.0096,0.0014,‐0.0206,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13145650,OR,‐0.0173,0.0025,0.0246,0.017
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13154429,OR,‐0.0136,0.0023,0.0023,0.0153
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13163062,OR,0.0115,0.0014,0.0014,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13163845,OR,‐0.0149,0.002,‐0.0106,0.0136
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13168136,OR,‐0.0092,0.0017,‐0.0069,0.0105
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13169187,OR,‐0.0079,0.0014,‐0.0008,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13177031,OR,‐0.0085,0.0015,0.0059,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13190235,OR,‐0.0138,0.0024,‐0.0034,0.0149
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13197257,OR,0.0109,0.0016,0.0027,0.0108
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1320139,OR,‐0.0149,0.0014,0.0270,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13212041,OR,0.0101,0.0018,‐0.0069,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13240401,OR,0.0176,0.0017,‐0.0116,0.0113
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13246220,OR,‐0.0093,0.0014,0.0027,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13261773,OR,0.0122,0.0019,‐0.0031,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13266287,OR,‐0.0085,0.0015,‐0.0025,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13281564,OR,0.0088,0.0014,0.0019,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13284516,OR,‐0.0082,0.0014,0.0024,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1329044,OR,0.0134,0.0019,‐0.0229,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1329125,OR,‐0.0097,0.0015,0.0186,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13296345,OR,0.0090,0.0015,‐0.0181,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13318986,OR,0.0124,0.0015,‐0.0055,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13327482,OR,‐0.0121,0.0018,‐0.0006,0.0131
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1334297,OR,0.0257,0.0016,‐0.0001,0.0111
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1335482,OR,0.0096,0.0014,‐0.0066,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13361043,OR,‐0.0158,0.0028,0.0188,0.0164
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13381557,OR,‐0.0087,0.0014,‐0.0019,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13388333,OR,0.0085,0.0015,‐0.0050,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13397529,OR,‐0.0097,0.0017,0.0269,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13398860,OR,0.0086,0.0015,‐0.0140,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13402497,OR,‐0.0080,0.0014,‐0.0087,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13422673,OR,‐0.0110,0.0014,0.0114,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs13425585,OR,‐0.0089,0.0014,0.0109,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1368250,OR,0.0250,0.0045,‐0.0197,0.0416
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs137079,OR,0.0128,0.002,0.0185,0.014
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs137858393,OR,0.0193,0.0029,0.0343,0.0218
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs138096147,OR,0.0234,0.0042,0.0714,0.0366
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs138484388,OR,‐0.0306,0.0051,0.0404,0.0419
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1391513,OR,‐0.0095,0.0015,0.0032,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs139244147,OR,‐0.0193,0.003,0.0062,0.0186
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1392816,OR,0.0082,0.0014,‐0.0101,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs139980871,OR,0.0180,0.0029,‐0.0091,0.021
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1404549,OR,‐0.0089,0.0015,0.0127,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1405876,OR,0.0109,0.0015,‐0.0007,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs140711597,OR,0.0366,0.0055,0.0285,0.0425
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1408284,OR,‐0.0127,0.002,0.0146,0.0145
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1408430,OR,0.0096,0.0016,0.0068,0.0102
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs141586924,OR,‐0.0090,0.0015,0.0037,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs141729694,OR,0.0195,0.0026,0.0433,0.0175
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs142014757,OR,0.0102,0.0018,0.0162,0.0137
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1426619,OR,0.0096,0.0014,0.0186,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1427298,OR,0.0086,0.0014,‐0.0091,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs142747148,OR,0.0329,0.0052,‐0.0160,0.0432
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1427829,OR,‐0.0083,0.0014,0.0146,0.0092
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs143148393,OR,‐0.0211,0.0039,0.0006,0.0307
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1434630,OR,‐0.0137,0.002,‐0.0037,0.0124
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs143743568,OR,0.0118,0.002,‐0.0119,0.0136
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs143812851,OR,‐0.0113,0.0019,‐0.0071,0.0126
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1440930,OR,0.0081,0.0014,0.0137,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs144336753,OR,0.0388,0.0053,‐0.0402,0.0396
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1445591,OR,0.0085,0.0015,0.0033,0.0111
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs145018899,OR,0.0095,0.0015,0.0082,0.0109
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1464297,OR,‐0.0109,0.0015,‐0.0164,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1467737,OR,‐0.0084,0.0014,0.0167,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1485300,OR,0.0098,0.0015,‐0.0059,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1490612,OR,0.0193,0.0026,0.0065,0.0173
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs150252215,OR,0.0204,0.0035,0.0032,0.0263
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs150537577,OR,‐0.0151,0.0026,0.0265,0.0182
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1505676,OR,0.0084,0.0015,‐0.0157,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs151381,OR,‐0.0087,0.0014,0.0192,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1518890,OR,‐0.0090,0.0016,‐0.0024,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1527878,OR,‐0.0105,0.0016,0.0266,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1529597,OR,0.0223,0.0038,‐0.0413,0.025
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1538389,OR,‐0.0109,0.0018,0.0179,0.012
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1542354,OR,‐0.0084,0.0014,‐0.0115,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1544,OR,‐0.0096,0.0016,0.0064,0.0104
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1554798,OR,‐0.0080,0.0014,0.0161,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1564347,OR,0.0088,0.0015,‐0.0246,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1569092,OR,0.0160,0.002,‐0.0055,0.0134
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1593022,OR,‐0.0099,0.0017,0.0061,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1603460,OR,0.0090,0.0014,‐0.0048,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs162445,OR,0.0152,0.0026,0.0037,0.015
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs163229,OR,‐0.0260,0.0047,0.0412,0.0315
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1637770,OR,0.0191,0.0028,‐0.0141,0.0192
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs164938,OR,‐0.0088,0.0014,0.0068,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs165633,OR,‐0.0116,0.0016,0.0180,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1656614,OR,0.0122,0.0015,‐0.0016,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1671269,OR,‐0.0100,0.0016,0.0093,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1671770,OR,0.0125,0.0018,0.0260,0.0118
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs16851779,OR,‐0.0153,0.0027,0.0285,0.0196
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs16871807,OR,0.0090,0.0015,‐0.0086,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1689510,OR,0.0194,0.0015,0.0017,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs16901689,OR,0.0111,0.0019,‐0.0238,0.0125
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1693584,OR,‐0.0087,0.0015,0.0147,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs16958559,OR,0.0096,0.0017,0.0163,0.0128
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs16966271,OR,0.0092,0.0016,‐0.0066,0.0105
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs16975275,OR,‐0.0102,0.0017,‐0.0210,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17048801,OR,‐0.0106,0.0014,0.0378,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17048855,OR,0.0108,0.0015,‐0.0013,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17069646,OR,0.0085,0.0015,0.0058,0.0099
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17110109,OR,‐0.0093,0.0014,0.0132,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17113730,OR,‐0.0170,0.0027,0.0090,0.0184
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17131123,OR,‐0.0243,0.0039,‐0.0364,0.037
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17133297,OR,‐0.0146,0.0023,0.0121,0.0137
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17144467,OR,0.0098,0.0015,‐0.0032,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17148998,OR,0.0101,0.0017,‐0.0202,0.0124
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs171697,OR,0.0133,0.0015,‐0.0055,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17170519,OR,0.0132,0.0023,‐0.0066,0.0137
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1717204,OR,‐0.0117,0.0018,0.0052,0.0127
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1718188,OR,0.0096,0.0014,‐0.0215,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17186106,OR,0.0108,0.0018,‐0.0171,0.0129
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17190418,OR,‐0.0213,0.0031,0.0198,0.0252
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17205908,OR,‐0.0092,0.0015,0.0000,0.011
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17248751,OR,‐0.0136,0.0017,0.0250,0.0129
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1728118,OR,0.0089,0.0016,‐0.0082,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1729412,OR,‐0.0107,0.0014,0.0012,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs173003,OR,‐0.0082,0.0014,‐0.0083,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1734370,OR,0.0099,0.0016,‐0.0034,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1738050,OR,‐0.0093,0.0014,‐0.0024,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17411339,OR,0.0140,0.0014,‐0.0132,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17428076,OR,0.0137,0.0016,0.0030,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17440885,OR,0.0160,0.0029,0.0226,0.0222
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1747714,OR,0.0106,0.0014,0.0205,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1747817,OR,‐0.0092,0.0016,0.0317,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17489649,OR,0.0127,0.0015,‐0.0008,0.0112
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17502934,OR,‐0.0167,0.002,‐0.0001,0.0134
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs175325,OR,‐0.0100,0.0014,0.0018,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17536059,OR,‐0.0108,0.0019,‐0.0010,0.013
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17551064,OR,0.0141,0.0019,0.0190,0.0132
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17563464,OR,‐0.0147,0.0017,‐0.0065,0.0145
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17565975,OR,‐0.0106,0.0014,‐0.0260,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17568389,OR,0.0127,0.0014,‐0.0073,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17574007,OR,‐0.0129,0.0021,‐0.0027,0.016
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1758747,OR,0.0092,0.0015,‐0.0143,0.01
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17598675,OR,‐0.0116,0.0014,0.0084,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17604349,OR,0.0127,0.0018,‐0.0067,0.0122
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17609255,OR,‐0.0087,0.0014,0.0225,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs176218,OR,0.0200,0.0018,‐0.0340,0.0111
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17622379,OR,‐0.0113,0.0018,‐0.0106,0.0116
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17650634,OR,‐0.0104,0.0019,0.0177,0.0138
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17667540,OR,‐0.0087,0.0015,0.0034,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17669337,OR,‐0.0110,0.0014,0.0035,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17680712,OR,‐0.0092,0.0014,0.0083,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17686649,OR,‐0.0098,0.0017,0.0272,0.0113
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17732878,OR,‐0.0095,0.0017,‐0.0234,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17742342,OR,‐0.0119,0.0018,0.0192,0.0126
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17747544,OR,‐0.0090,0.0014,0.0141,0.0095
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1779549,OR,0.0081,0.0014,0.0012,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs178183,OR,0.0145,0.0016,‐0.0150,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17882802,OR,0.0084,0.0014,‐0.0017,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs17883331,OR,‐0.0108,0.0018,0.0459,0.0129
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1792602,OR,‐0.0097,0.0014,‐0.0042,0.0097
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs181214,OR,‐0.0104,0.0017,0.0229,0.0132
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs182355396,OR,‐0.0525,0.0084,0.0223,0.0653
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs182902112,OR,‐0.0300,0.0053,0.0255,0.0335
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1835339,OR,0.0084,0.0014,0.0161,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs183869217,OR,0.0174,0.003,‐0.0025,0.0219
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1841023,OR,‐0.0092,0.0015,‐0.0064,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1842713,OR,‐0.0117,0.0017,0.0016,0.0108
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1843815,OR,0.0077,0.0014,‐0.0185,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1861786,OR,‐0.0081,0.0014,0.0001,0.0094
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1865955,OR,0.0122,0.0019,0.0024,0.0114
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1866823,OR,0.0107,0.0014,‐0.0172,0.0096
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs187580,OR,‐0.0104,0.0017,0.0255,0.0123
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs187951956,OR,‐0.0315,0.0058,0.0025,0.0376
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1880088,OR,‐0.0097,0.0016,0.0236,0.0101
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1880692,OR,0.0086,0.0014,‐0.0007,0.0093
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs188251563,OR,0.0428,0.007,‐0.1372,0.0593
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1890132,OR,‐0.0089,0.0015,0.0036,0.0106
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1898111,OR,0.0101,0.0018,‐0.0010,0.0115
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs190102446,OR,‐0.0210,0.0037,‐0.0366,0.027
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1905616,OR,0.0083,0.0015,‐0.0222,0.0098
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1910005,OR,‐0.0090,0.0015,0.0004,0.0103
Carter et al,[@carter_understanding_2019],10.1136/bmj.l1855,Years of Education,Coronary Artery Disease,rs1918394,OR,0.0119,0.0019,‐0.0099,0.0121
